Date;Time;Global_active_power;Global_reactive_power;Voltage;Global_intensity;Sub_metering_1;Sub_metering_2;Sub_metering_3;Temperature_C;Humidity_pct;Occupancy_Ratio
10/08/2026;12:00:00;1.972;0.128;244.68;8.06;0.0;0.0;55.0;32.7;49.7;0.68
10/08/2026;13:00:00;2.128;0.445;241.11;8.82;0.0;0.0;55.0;32.5;42.8;0.66
10/08/2026;14:00:00;2.27;0.327;236.65;9.59;0.0;0.0;55.0;34.2;59.3;0.62
10/08/2026;15:00:00;2.345;0.239;241.24;9.72;0.0;0.0;55.0;35.7;46.5;0.76
10/08/2026;16:00:00;2.333;0.274;243.35;9.59;0.0;0.0;55.0;32.9;48.7;0.78
10/08/2026;17:00:00;2.86;0.36;238.29;12.0;0.0;0.0;55.0;32.4;52.1;0.7
10/08/2026;18:00:00;3.536;0.538;239.62;14.76;13.7;0.0;55.0;34.3;49.4;0.63
10/08/2026;19:00:00;3.864;0.532;240.04;16.1;9.5;0.0;55.0;32.0;49.9;0.22
10/08/2026;20:00:00;3.931;0.811;237.8;16.53;24.4;0.0;55.0;29.0;47.3;0.31
10/08/2026;21:00:00;3.436;0.462;241.82;14.21;2.8;0.0;55.0;29.2;53.4;0.29
10/08/2026;22:00:00;5.098;1.115;239.66;21.27;0.0;0.0;55.0;26.4;62.7;0.3
10/08/2026;23:00:00;2.079;0.405;241.17;8.62;0.0;0.0;55.0;25.2;61.0;0.25
11/08/2026;00:00:00;0.88;0.075;237.52;3.71;0.0;0.0;55.0;25.2;62.2;0.12
11/08/2026;01:00:00;0.65;0.135;238.78;2.72;0.0;0.0;55.0;21.2;54.9;0.12
11/08/2026;02:00:00;0.731;0.051;242.02;3.02;0.0;0.0;55.0;21.0;52.7;0.12
11/08/2026;03:00:00;0.787;0.149;238.96;3.29;0.0;0.0;55.0;22.5;55.7;0.12
11/08/2026;04:00:00;0.83;0.095;244.84;3.39;0.0;0.0;55.0;22.0;57.0;0.12
11/08/2026;05:00:00;1.384;0.276;238.88;5.79;0.0;0.0;55.0;24.5;60.2;0.12
11/08/2026;06:00:00;1.701;0.336;240.63;7.07;0.0;0.0;55.0;23.5;47.1;0.33
11/08/2026;07:00:00;2.297;0.43;242.61;9.47;0.0;19.3;55.0;23.8;63.0;0.26
11/08/2026;08:00:00;3.35;0.617;236.03;14.19;0.0;11.2;55.0;29.3;50.2;0.67
11/08/2026;09:00:00;3.044;0.31;235.07;12.95;0.0;6.9;55.0;28.1;49.8;0.76
11/08/2026;10:00:00;2.439;0.155;235.73;10.35;0.0;0.0;55.0;29.8;45.5;0.6
11/08/2026;11:00:00;2.113;0.25;243.54;8.68;0.0;0.0;55.0;28.8;43.1;0.64
11/08/2026;12:00:00;1.847;0.147;238.45;7.75;0.0;0.0;55.0;31.1;53.6;0.66
11/08/2026;13:00:00;2.046;0.344;247.16;8.28;0.0;0.0;55.0;32.9;48.5;0.67
11/08/2026;14:00:00;1.943;0.211;238.42;8.15;0.0;0.0;55.0;31.5;42.8;0.7
11/08/2026;15:00:00;2.422;0.523;240.52;10.07;0.0;0.0;55.0;34.0;40.8;0.77
11/08/2026;16:00:00;2.611;0.415;244.32;10.69;0.0;0.0;55.0;32.3;46.9;0.68
11/08/2026;17:00:00;2.647;0.503;245.62;10.78;0.0;0.0;55.0;32.3;56.9;0.6
11/08/2026;18:00:00;3.323;0.241;245.77;13.52;2.4;0.0;55.0;31.0;48.3;0.68
11/08/2026;19:00:00;4.135;0.813;243.38;16.99;6.0;0.0;55.0;33.7;39.9;0.34
11/08/2026;20:00:00;4.018;0.831;242.87;16.55;0.3;0.0;55.0;29.7;49.4;0.28
11/08/2026;21:00:00;3.62;0.481;241.66;14.98;11.7;0.0;55.0;26.8;51.6;0.26
11/08/2026;22:00:00;2.93;0.448;242.18;12.1;0.0;0.0;55.0;28.3;38.2;0.3
11/08/2026;23:00:00;1.732;0.312;238.46;7.27;0.0;0.0;55.0;24.1;54.9;0.25
12/08/2026;00:00:00;1.02;0.081;237.71;4.29;0.0;0.0;55.0;25.2;53.1;0.12
12/08/2026;01:00:00;0.829;0.112;239.99;3.45;0.0;0.0;55.0;21.1;61.0;0.12
12/08/2026;02:00:00;0.795;0.094;239.52;3.32;0.0;0.0;55.0;21.6;66.4;0.12
12/08/2026;03:00:00;0.899;0.067;238.73;3.77;0.0;0.0;55.0;23.7;61.1;0.12
12/08/2026;04:00:00;1.089;0.122;241.95;4.5;0.0;0.0;55.0;24.7;53.3;0.12
12/08/2026;05:00:00;1.265;0.078;242.67;5.21;0.0;0.0;55.0;24.3;49.4;0.12
12/08/2026;06:00:00;1.914;0.104;240.25;7.97;0.0;0.0;55.0;24.7;67.5;0.24
12/08/2026;07:00:00;2.604;0.19;244.14;10.66;0.0;17.4;55.0;25.4;54.3;0.26
12/08/2026;08:00:00;3.145;0.672;236.8;13.28;0.0;2.6;55.0;24.9;54.6;0.67
12/08/2026;09:00:00;3.047;0.437;239.46;12.72;0.0;15.8;55.0;27.3;52.4;0.7
12/08/2026;10:00:00;2.552;0.547;237.99;10.72;0.0;0.0;55.0;29.0;52.2;0.63
12/08/2026;11:00:00;2.111;0.261;234.77;8.99;0.0;0.0;55.0;32.5;47.7;0.66
12/08/2026;12:00:00;2.103;0.217;239.77;8.77;0.0;0.0;55.0;32.4;45.6;0.71
12/08/2026;13:00:00;1.724;0.235;239.66;7.2;0.0;0.0;55.0;30.1;47.6;0.64
12/08/2026;14:00:00;5.871;0.732;244.24;24.04;0.0;0.0;55.0;33.7;47.3;0.63
12/08/2026;15:00:00;2.272;0.154;241.77;9.4;0.0;0.0;55.0;32.8;45.4;0.68
12/08/2026;16:00:00;4.49;0.714;237.13;18.93;0.0;0.0;55.0;32.2;45.1;0.64
12/08/2026;17:00:00;2.862;0.248;245.19;11.67;0.0;0.0;55.0;33.6;48.0;0.64
12/08/2026;18:00:00;3.436;0.534;243.42;14.11;1.6;0.0;55.0;33.5;46.3;0.71
12/08/2026;19:00:00;3.939;0.632;241.63;16.3;20.8;0.0;55.0;32.3;56.1;0.28
12/08/2026;20:00:00;3.887;0.295;239.37;16.24;15.0;0.0;55.0;28.4;38.4;0.24
12/08/2026;21:00:00;3.751;0.227;237.31;15.81;2.9;0.0;55.0;27.9;57.5;0.26
12/08/2026;22:00:00;2.751;0.503;238.96;11.51;0.0;0.0;55.0;27.6;58.6;0.28
12/08/2026;23:00:00;2.109;0.27;243.05;8.68;0.0;0.0;55.0;27.4;42.1;0.3
13/08/2026;00:00:00;0.897;0.054;245.28;3.66;0.0;0.0;55.0;24.1;53.4;0.12
13/08/2026;01:00:00;1.028;0.225;244.32;4.21;0.0;0.0;55.0;23.8;53.5;0.12
13/08/2026;02:00:00;0.685;0.041;238.63;2.87;0.0;0.0;55.0;21.9;49.8;0.12
13/08/2026;03:00:00;0.736;0.124;236.87;3.11;0.0;0.0;55.0;21.6;53.2;0.12
13/08/2026;04:00:00;1.043;0.227;240.39;4.34;0.0;0.0;55.0;24.8;49.0;0.12
13/08/2026;05:00:00;1.29;0.117;235.05;5.49;0.0;0.0;55.0;26.1;62.3;0.12
13/08/2026;06:00:00;1.688;0.125;240.9;7.01;0.0;0.0;55.0;24.7;59.3;0.23
13/08/2026;07:00:00;2.699;0.191;239.59;11.27;0.0;8.2;55.0;27.4;58.8;0.25
13/08/2026;08:00:00;3.595;0.365;238.7;15.06;0.0;16.6;55.0;27.6;55.9;0.77
13/08/2026;09:00:00;2.898;0.195;235.53;12.3;0.0;15.3;55.0;27.4;46.8;0.68
13/08/2026;10:00:00;2.486;0.417;241.44;10.3;0.0;0.0;55.0;30.2;47.6;0.59
13/08/2026;11:00:00;2.199;0.133;238.51;9.22;0.0;0.0;55.0;33.2;50.3;0.68
13/08/2026;12:00:00;2.137;0.292;236.72;9.03;0.0;0.0;55.0;31.9;42.8;0.69
13/08/2026;13:00:00;2.067;0.454;231.96;8.91;0.0;0.0;55.0;35.1;49.9;0.74
